fold_id,model,macro_f1,balanced_accuracy,brier_score,ece,switch_frequency,mean_entropy,val_start,test_start,test_end
18,lagrangian,0.27936986433769434,0.30254737994563574,0.7267275400087295,0.09369100651270909,0.15566037735849056,1.1497730016708374,2011-05-04,2012-05-03,2013-05-06
19,lagrangian,0.34917779523435455,0.3714574314574315,0.6928454939418591,0.1600304146607717,0.1320754716981132,0.9471176266670227,2011-08-03,2012-08-02,2013-08-05
20,lagrangian,0.31097085642767747,0.3187015503875969,0.8107272878777658,0.28553430421251647,0.22641509433962265,0.8057222366333008,2011-11-01,2012-11-02,2013-11-01
21,lagrangian,0.3220596836834963,0.35083577137148564,0.7245922065520088,0.17261526282404513,0.2169811320754717,1.0638209581375122,2012-02-02,2013-02-05,2014-02-04
22,lagrangian,0.3880252546689304,0.4321547768043388,0.6612641479079772,0.08761154304088005,0.08962264150943396,1.046607255935669,2012-05-03,2013-05-07,2014-05-06
23,lagrangian,0.28842105263157897,0.3305617147080562,0.649174119277975,0.12041721321607421,0.08490566037735849,1.0501154661178589,2012-08-02,2013-08-06,2014-08-05
24,lagrangian,0.38907994990084543,0.43818261249453916,0.5328523136409301,0.04920323074143817,0.08962264150943396,0.9533774256706238,2012-11-02,2013-11-04,2014-11-03
25,lagrangian,0.3901159799141569,0.4042678996532952,0.604549232748144,0.11121076597294337,0.12735849056603774,1.0328810214996338,2013-02-05,2014-02-05,2015-02-04
26,lagrangian,0.4841200027925338,0.5097119876102216,0.5180550879849876,0.09321817629773854,0.10849056603773585,1.0099133253097534,2013-05-07,2014-05-07,2015-05-06
27,lagrangian,0.49114479374584163,0.4964033801243104,0.565738298332651,0.05397744665683153,0.16981132075471697,1.0672037601470947,2013-08-06,2014-08-06,2015-08-05
28,lagrangian,0.4735864227348785,0.4703212682379349,0.5637638793759988,0.04502439386967764,0.20754716981132076,1.03019380569458,2013-11-04,2014-11-04,2015-11-03
29,lagrangian,0.3574384218650779,0.3757564344005022,0.6090864232753341,0.11741936206817627,0.12735849056603774,0.9808431267738342,2014-02-05,2015-02-05,2016-02-04
30,lagrangian,0.36279688779688785,0.3555693058861261,0.7594966966083196,0.21543374251871603,0.15566037735849056,0.7875525951385498,2014-05-07,2015-05-07,2016-05-05
31,lagrangian,0.3260557415214222,0.355199647607703,0.7600821852930683,0.15261177739626924,0.20754716981132076,0.9591836929321289,2014-08-06,2015-08-06,2016-08-04
32,lagrangian,0.38177373084269023,0.392366195321792,0.708276208347273,0.13114655017852783,0.16037735849056603,1.0258289575576782,2014-11-04,2015-11-04,2016-11-02
33,lagrangian,0.2986547619047619,0.30833333333333335,0.7468248032013173,0.2773945177664779,0.12264150943396226,0.7540662884712219,2015-02-05,2016-02-05,2017-02-03
34,lagrangian,0.34919130979660906,0.4077794373910879,0.5944718714535092,0.06550432230944925,0.14150943396226415,0.9539373517036438,2015-05-07,2016-05-06,2017-05-05
35,lagrangian,0.3013658820110433,0.3265830922532948,0.5628597404309962,0.15812492412580573,0.04716981132075472,0.7372599244117737,2015-08-06,2016-08-05,2017-08-04
36,lagrangian,0.2521375522686139,0.5062890276538805,0.5605675355417089,0.15435184769227472,0.0330188679245283,0.7903037071228027,2015-11-04,2016-11-03,2017-11-02
37,lagrangian,0.3969111969111969,0.5118458274398868,0.5179695627723582,0.07612657015312446,0.0330188679245283,0.9225921034812927,2016-02-05,2017-02-06,2018-02-05
38,lagrangian,0.34597902097902095,0.48120915032679734,0.5978345677194681,0.14725646068792392,0.04716981132075472,0.9091714024543762,2016-05-06,2017-05-08,2018-05-07
39,lagrangian,0.39029123159724965,0.4671573477770131,0.5981150553519573,0.14755384686967016,0.11320754716981132,0.8921273946762085,2016-08-05,2017-08-07,2018-08-06
40,lagrangian,0.3355676727619886,0.3674231150793651,0.6157456499164482,0.18455353645091885,0.10849056603773585,0.9132644534111023,2016-11-03,2017-11-03,2018-11-02
41,lagrangian,0.42758973194002725,0.4779717132754741,0.5919401409163322,0.1501799935186413,0.09905660377358491,0.7860466241836548,2017-02-06,2018-02-06,2019-02-06
42,lagrangian,0.40348985315428265,0.463232516381783,0.6937162064862593,0.2576351816385565,0.08490566037735849,0.6977213621139526,2017-05-08,2018-05-08,2019-05-08
43,lagrangian,0.484845898530109,0.5145906653259594,0.5782310003760504,0.10549705423099895,0.1179245283018868,0.8048025369644165,2017-08-07,2018-08-07,2019-08-07
44,lagrangian,0.5436187542632084,0.5698084541109835,0.5740931247483613,0.07552058204238965,0.14622641509433962,0.8587135076522827,2017-11-03,2018-11-05,2019-11-05
45,lagrangian,0.448496792327818,0.5123298695258378,0.6777264663718966,0.17969962814604173,0.13679245283018868,0.8227893114089966,2018-02-06,2019-02-07,2020-02-06
46,lagrangian,0.49339243118575704,0.509333304780202,0.5750786142758477,0.06990786841217901,0.1650943396226415,0.8296242356300354,2018-05-08,2019-05-09,2020-05-07
47,lagrangian,0.44093636938907466,0.5730511716881874,0.6134228204847498,0.12075782745656834,0.10377358490566038,0.7858060598373413,2018-08-07,2019-08-08,2020-08-06
48,lagrangian,0.39451994745328867,0.4355821450920794,0.5886469330262121,0.05382645829742504,0.10377358490566038,0.9039406776428223,2018-11-05,2019-11-06,2020-11-04
49,lagrangian,0.4525990810990592,0.43312593305078806,0.5841580864655685,0.05795694922617343,0.17452830188679244,0.949434220790863,2019-02-07,2020-02-07,2021-02-05
50,lagrangian,0.3743807135251601,0.37820926981903874,0.5971037249720949,0.06964799342021137,0.17452830188679244,0.9703547358512878,2019-05-09,2020-05-08,2021-05-07
51,lagrangian,0.3571502535206497,0.3758233925411287,0.7615896653176567,0.2575569471842806,0.16981132075471697,0.863132655620575,2019-08-08,2020-08-07,2021-08-06
52,lagrangian,0.35916849448920046,0.37665110048136596,0.7476928437640589,0.22796690575953377,0.20754716981132076,0.8931739330291748,2019-11-06,2020-11-05,2021-11-04
53,lagrangian,0.44281304949346184,0.46502976190476186,0.7443070780682259,0.20776210886212024,0.19811320754716982,0.8072070479393005,2020-02-07,2021-02-08,2022-02-04
54,lagrangian,0.49021719527519203,0.5003011732662895,0.5255127889986686,0.06629354265374197,0.11320754716981132,0.8767216205596924,2020-05-08,2021-05-10,2022-05-06
55,lagrangian,0.4678259429013198,0.4765381619937694,0.5313230822175478,0.07651373771994327,0.11320754716981132,0.8639328479766846,2020-08-07,2021-08-09,2022-08-08
56,lagrangian,0.4304812834224599,0.4320018796992481,0.4992615477830294,0.15828911645311708,0.10849056603773585,0.8561371564865112,2020-11-05,2021-11-05,2022-11-04
57,lagrangian,0.4675,0.5230352303523036,0.5259129322093636,0.08931779273798768,0.07075471698113207,0.8571125268936157,2021-02-08,2022-02-07,2023-02-07
58,lagrangian,0.37296731562957275,0.5198954581832733,0.5470426224888303,0.05763725327773832,0.1320754716981132,0.917159378528595,2021-05-10,2022-05-09,2023-05-09
59,lagrangian,0.5001937446187112,0.5401213080168776,0.5502027783848371,0.10409364034312435,0.1509433962264151,0.9246683120727539,2021-08-09,2022-08-09,2023-08-09
60,lagrangian,0.4221654482401718,0.44356100523551867,0.7120874591376011,0.13724452313123175,0.09433962264150944,0.8394889831542969,2021-11-05,2022-11-07,2023-11-07
61,lagrangian,0.3429626692487884,0.3554708672086721,0.8106846815052985,0.27063800863257037,0.17452830188679244,0.7833948135375977,2022-02-07,2023-02-08,2024-02-08
62,lagrangian,0.24383223106842467,0.24529945587358376,0.7671302586632676,0.22067273460643394,0.05660377358490566,0.9512292146682739,2022-05-09,2023-05-10,2024-05-09
63,lagrangian,0.39888415803916166,0.44161241571727505,0.6232699835272568,0.1012518347149164,0.10377358490566038,0.9562757015228271,2022-08-09,2023-08-10,2024-08-09
64,lagrangian,0.396236265339282,0.437959930027619,0.6293679892695194,0.18380082660997418,0.10377358490566038,0.8941284418106079,2022-11-07,2023-11-08,2024-11-07
65,lagrangian,0.4538274629504526,0.47321837998067506,0.6570603019729668,0.09145533996568601,0.16981132075471697,0.9704149961471558,2023-02-08,2024-02-09,2025-02-11
66,lagrangian,0.39375244281043154,0.46474133657331407,0.6633528386868631,0.2013581020171653,0.1320754716981132,0.8054564595222473,2023-05-10,2024-05-10,2025-05-13
67,lagrangian,0.4572623169213518,0.46494227590252224,0.6931072886447786,0.20003353528013815,0.14622641509433962,0.8269484043121338,2023-08-10,2024-08-12,2025-08-13
68,lagrangian,0.32917540530512657,0.3668940117853161,0.674091749722832,0.2159065408326091,0.10849056603773585,0.9181064963340759,2023-11-08,2024-11-08,2025-11-11
69,lagrangian,0.4424954738747842,0.45598232185164933,0.7207852594256399,0.19610894943626836,0.09433962264150944,0.8156533241271973,2024-02-09,2025-02-12,2026-02-12
70,lagrangian,0.46020611511674536,0.4736071780563306,0.6902582096148944,0.1603163203722994,0.16037735849056603,0.8325625061988831,2024-05-10,2025-05-14,2026-05-14
