fold_id,model,macro_f1,balanced_accuracy,brier_score,ece,switch_frequency,mean_entropy,val_start,test_start,test_end
27,lagrangian,0.36193997332362504,0.42961420723048627,0.5939216179385163,0.07008504699653301,0.19811320754716982,1.07906174659729,2013-08-06,2014-08-06,2015-08-05
28,lagrangian,0.4636770362699914,0.47381754048420716,0.5491445004200302,0.10645545256529618,0.16037735849056603,1.0738630294799805,2013-11-04,2014-11-04,2015-11-03
29,lagrangian,0.4488079116821431,0.46076585059635905,0.6827067568037554,0.18791412579621505,0.2028301886792453,0.8540440201759338,2014-02-05,2015-02-05,2016-02-04
30,lagrangian,0.35417982917982915,0.3628525852028156,0.6843915573723574,0.1275010562278855,0.1509433962264151,0.9714714884757996,2014-05-07,2015-05-07,2016-05-05
31,lagrangian,0.38058165604102656,0.39346647309906696,0.7181018017304941,0.18888143544465724,0.13679245283018868,0.9490810632705688,2014-08-06,2015-08-06,2016-08-04
32,lagrangian,0.36127121517321154,0.43504361041363815,0.6528877125445433,0.0711191563818936,0.1320754716981132,1.058427095413208,2014-11-04,2015-11-04,2016-11-02
33,lagrangian,0.32637032085561496,0.39947916666666666,0.6309324977210443,0.08114395455015656,0.08962264150943396,1.014818787574768,2015-02-05,2016-02-05,2017-02-03
34,lagrangian,0.3288115129976211,0.4128205128205128,0.5908625115411762,0.10175750596982214,0.04245283018867924,0.9594431519508362,2015-05-07,2016-05-06,2017-05-05
35,lagrangian,0.257271595316797,0.2851173256187721,0.572234385670053,0.1736379562409271,0.03773584905660377,0.8546112775802612,2015-08-06,2016-08-05,2017-08-04
36,lagrangian,0.4021141901576684,0.5093666369313113,0.5812242636958751,0.15831976989065538,0.03773584905660377,0.7881090044975281,2015-11-04,2016-11-03,2017-11-02
37,lagrangian,0.3533619886380715,0.5004862093352193,0.553747219829813,0.11756376411433508,0.018867924528301886,0.8948070406913757,2016-02-05,2017-02-06,2018-02-05
38,lagrangian,0.4361755266010585,0.5352668845315904,0.5665879650654749,0.11750145025656256,0.06132075471698113,0.9272263050079346,2016-05-06,2017-05-08,2018-05-07
39,lagrangian,0.411663468562879,0.4979270591887299,0.578059567922215,0.14670498872027152,0.06132075471698113,0.9250001311302185,2016-08-05,2017-08-07,2018-08-06
40,lagrangian,0.38504808062031404,0.49374999999999997,0.5731340026433484,0.06894533818876242,0.09433962264150944,1.0251110792160034,2016-11-03,2017-11-03,2018-11-02
41,lagrangian,0.4029037018146219,0.5117052394728383,0.547250824694704,0.07582104653819625,0.07547169811320754,0.9621216058731079,2017-02-06,2018-02-06,2019-02-06
42,lagrangian,0.4027759512105318,0.5148393594198166,0.5814827262146688,0.06382571811407382,0.06132075471698113,1.0116612911224365,2017-05-08,2018-05-08,2019-05-08
43,lagrangian,0.4867016884308792,0.5214079221432163,0.578675880199277,0.11036584774653115,0.17452830188679244,0.9952319264411926,2017-08-07,2018-08-07,2019-08-07
44,lagrangian,0.4572655046324435,0.4550110014214226,0.6373843274866655,0.1802639798938948,0.14150943396226415,0.8721646070480347,2017-11-03,2018-11-05,2019-11-05
45,lagrangian,0.4213499681451533,0.419342549753984,0.7480206868250208,0.23564053169438537,0.18396226415094338,0.8481040000915527,2018-02-06,2019-02-07,2020-02-06
46,lagrangian,0.433483408119134,0.5429918378834787,0.5855505998799101,0.17972941241913554,0.08018867924528301,1.0287247896194458,2018-05-08,2019-05-09,2020-05-07
47,lagrangian,0.37387071540321437,0.5591822094691535,0.5864513534965351,0.1264283498967757,0.08018867924528301,1.0483516454696655,2018-08-07,2019-08-08,2020-08-06
48,lagrangian,0.39540836648852384,0.43770254112283213,0.5878162434598011,0.09745385795132096,0.18867924528301888,0.9866237044334412,2018-11-05,2019-11-06,2020-11-04
49,lagrangian,0.36995842959413594,0.3904539332339988,0.6686371023499329,0.1867982053980581,0.10849056603773585,0.9821874499320984,2019-02-07,2020-02-07,2021-02-05
50,lagrangian,0.42557564929371344,0.4231578047885821,0.5975920826004636,0.07275206648128132,0.17452830188679244,1.0616176128387451,2019-05-09,2020-05-08,2021-05-07
51,lagrangian,0.37843299306785383,0.3819653820104433,0.6853766015056052,0.18496088886484854,0.19811320754716982,0.9490039944648743,2019-08-08,2020-08-07,2021-08-06
52,lagrangian,0.41833202427616034,0.44080333625987705,0.6570355782865691,0.14290021590783564,0.14622641509433962,0.9747151732444763,2019-11-06,2020-11-05,2021-11-04
53,lagrangian,0.3994755244755245,0.4209325396825397,0.617873541577762,0.11009982620046732,0.1650943396226415,1.0364117622375488,2020-02-07,2021-02-08,2022-02-04
54,lagrangian,0.49839410438321513,0.4965302213364229,0.5434121505657733,0.08213924074396842,0.10377358490566038,1.0249296426773071,2020-05-08,2021-05-10,2022-05-06
55,lagrangian,0.5404134176747021,0.57533748701973,0.5417692068017559,0.07863904836591981,0.10377358490566038,1.0508716106414795,2020-08-07,2021-08-09,2022-08-08
56,lagrangian,0.5085825027685493,0.5094924812030075,0.5094784982746737,0.06190536811318196,0.07075471698113207,1.0455594062805176,2020-11-05,2021-11-05,2022-11-04
57,lagrangian,0.40244283619052196,0.5939024390243902,0.5345995895640573,0.09250772279193142,0.14150943396226415,1.0662448406219482,2021-02-08,2022-02-07,2023-02-07
58,lagrangian,0.28398024073855027,0.4781912765106042,0.5823655639716789,0.061407331989404755,0.10377358490566038,1.0631080865859985,2021-05-10,2022-05-09,2023-05-09
59,lagrangian,0.4424133092077064,0.47542043399638334,0.7102763574545345,0.26212730318167965,0.07547169811320754,0.7719086408615112,2021-08-09,2022-08-09,2023-08-09
60,lagrangian,0.4265641076594897,0.4312904719368003,0.6889613561659101,0.10531974888183705,0.12735849056603774,0.969039261341095,2021-11-05,2022-11-07,2023-11-07
61,lagrangian,0.3300389961926093,0.33615345528455287,0.6914610256463586,0.11964739600257693,0.12735849056603774,1.0359822511672974,2022-02-07,2023-02-08,2024-02-08
62,lagrangian,0.3267558528428094,0.30698419797257004,0.7363044477139926,0.09496975196918972,0.1650943396226415,1.0702403783798218,2022-05-09,2023-05-10,2024-05-09
63,lagrangian,0.40488509301405107,0.469041437391821,0.5914203079022762,0.09742300261354223,0.1650943396226415,1.0191824436187744,2022-08-09,2023-08-10,2024-08-09
64,lagrangian,0.4254153836966704,0.48049139832587745,0.7146057294141384,0.21015471835651306,0.2169811320754717,0.8597959280014038,2022-11-07,2023-11-08,2024-11-07
65,lagrangian,0.39562728905217204,0.40358872684692354,0.6828437891879289,0.11720785750469692,0.16981132075471697,1.033374309539795,2023-02-08,2024-02-09,2025-02-11
66,lagrangian,0.47112299465240637,0.5413528725481166,0.6558192771605732,0.13529591801021024,0.16981132075471697,0.8835311532020569,2023-05-10,2024-05-10,2025-05-13
67,lagrangian,0.38288530465949816,0.44311521267708276,0.665212976033314,0.15990171689942406,0.13679245283018868,1.025144100189209,2023-08-10,2024-08-12,2025-08-13
68,lagrangian,0.41939508628637395,0.4409933906673037,0.6626486217552918,0.10658669723591338,0.15566037735849056,1.0443788766860962,2023-11-08,2024-11-08,2025-11-11
69,lagrangian,0.44328100958778915,0.44319560519669865,0.6649043933912219,0.19167950077795642,0.15566037735849056,0.8363919854164124,2024-02-09,2025-02-12,2026-02-12
70,lagrangian,0.4435925418187681,0.4607932277423803,0.6704110494130213,0.07463837145639696,0.14622641509433962,1.043467402458191,2024-05-10,2025-05-14,2026-05-14
